;Water_Type_UN;Carbonation_ST;Week;Units
621305;0;0;32;3
621077;0;0;32;1
621074;0;0;32;2
623346;0;0;32;5
623347;0;0;32;5
621073;0;0;32;2
621034;1;1;32;11
618526;0;0;32;6
618527;1;1;32;6
617159;0;0;32;8
617165;0;0;32;6
617177;0;0;32;4
617157;0;0;32;9
619830;0;0;32;2
618485;0;0;32;19
618498;0;0;32;13
618505;0;0;32;10
617556;1;0;32;14
614790;1;1;32;2
614800;0;0;32;1
608991;1;0;32;12
608993;1;1;32;12
611812;1;1;32;3
611811;0;0;32;3
615695;0;0;32;4
615714;0;0;32;2
615688;0;0;32;5
615684;0;0;32;6
615479;0;0;32;6
615480;1;1;32;6
615689;0;0;32;5
609538;1;1;32;4
609588;1;1;32;16
610382;0;0;32;7
610404;0;0;32;3
610414;0;0;32;2
607757;1;0;32;18
607776;1;1;32;6
607614;1;1;32;25
607652;0;0;32;7
607704;0;0;32;2
607722;0;0;32;1
607725;0;0;32;1
620459;0;0;32;1
603385;0;0;32;1
603384;0;0;32;1
603383;0;0;32;1
603370;1;1;32;2
590111;1;1;32;31
599019;1;1;32;10
605881;0;0;32;18
605922;0;0;32;6
597394;1;1;32;3
606433;0;0;32;4
606434;0;0;32;4
606450;0;0;32;2
607040;1;1;32;10
606977;1;1;32;12
606451;1;0;32;2
606452;1;1;32;2
606604;0;0;32;2
606605;0;0;32;2
592215;0;0;32;3
592214;0;0;32;3
592213;0;0;32;3
592209;0;0;32;4
594086;1;1;32;2
596149;0;0;32;14
592857;1;1;32;19
592858;0;0;32;18
592873;0;0;32;10
592883;0;0;32;6
592884;0;0;32;6
592645;0;0;32;4
592653;0;0;32;3
592675;0;0;32;1
619186;1;1;32;8
619199;0;0;32;5
619211;0;0;32;2
619221;0;0;32;1
596181;1;1;32;6
588701;0;0;32;9
591009;1;1;32;14
595134;0;0;32;4
595069;1;1;32;39
594673;0;0;32;4
597258;1;1;32;22
597303;0;0;32;6
594715;0;0;32;1
595129;0;0;32;5
595138;0;0;32;3
595552;1;1;32;11
557092;0;0;32;9
557102;0;0;32;7
557116;0;0;32;5
557127;0;0;32;3
557186;1;1;32;13
557230;0;0;32;3
559089;0;0;32;7
556795;0;0;32;7
556798;0;0;32;6
556785;0;0;32;10
568567;1;1;32;54
553125;1;0;32;16
555398;0;0;32;3
552556;0;0;32;6
552486;0;0;32;1
552466;1;1;32;3
552473;0;0;32;2
552551;1;1;32;7
551082;0;0;32;7
551510;1;1;32;24
552544;0;0;32;9
559366;0;0;32;5
558057;0;0;32;28
558074;0;0;32;18
558104;0;0;32;12
558111;0;0;32;11
559365;0;0;32;5
559612;1;1;32;4
558290;1;0;32;42
558297;1;1;32;30
555405;1;0;32;2
552509;0;0;32;28
585727;1;0;32;7
585730;0;0;32;6
586040;1;1;32;4
584942;0;0;32;17
585573;1;1;32;15
583993;1;1;32;9
583999;0;0;32;7
583406;1;1;32;21
582815;0;0;32;16
578800;0;0;32;10
578876;0;0;32;2
578777;1;1;32;22
578349;1;0;32;14
582486;0;0;32;1
582480;0;0;32;2
562553;0;0;32;4
562554;0;0;32;4
562555;1;1;32;4
562568;0;0;32;2
562569;0;0;32;2
562606;0;0;32;12
562624;0;0;32;7
562642;0;0;32;5
562685;0;0;32;2
562785;0;0;32;1
562786;0;0;32;1
562787;0;0;32;1
562654;0;0;32;4
562643;0;0;32;5
561832;0;0;32;2
561893;0;0;32;4
561895;0;0;32;3
561904;0;0;32;2
561905;0;0;32;2
561918;0;0;32;1
563557;1;0;32;22
564581;1;0;32;6
564582;1;1;32;6
554330;0;0;32;5
553703;1;1;32;38
553313;0;0;32;9
553323;0;0;32;7
553325;0;0;32;6
553326;0;0;32;6
553327;0;0;32;6
554342;0;0;32;4
553494;0;0;32;44
553502;0;0;32;31
553765;1;0;32;31
554260;1;1;32;26
561122;1;1;32;38
560152;1;1;32;20
560146;1;0;32;26
568536;0;0;32;2
567171;0;0;32;13
567172;0;0;32;13
567194;0;0;32;8
567206;0;0;32;6
567207;0;0;32;6
535070;1;0;32;6
548347;0;0;32;17
548349;0;0;32;16
536438;0;0;32;6
536453;0;0;32;4
536458;0;0;32;3
548809;1;1;32;7
548820;0;0;32;5
548828;0;0;32;4
548853;0;0;32;2
549677;1;1;32;5
543302;1;1;32;15
543369;0;0;32;1
549635;0;0;32;14
549641;0;0;32;11
549676;0;0;32;5
543361;0;0;32;2
550931;0;0;32;12
550937;0;0;32;11
550959;0;0;32;6
549800;0;0;32;6
549791;0;0;32;7
549777;0;0;32;9
537415;0;0;32;5
644775;0;0;32;1
644604;0;0;32;3
644617;0;0;32;2
644618;0;0;32;2
644753;0;0;32;4
644757;0;0;32;3
644777;0;0;32;1
643630;0;0;32;2
641597;0;0;32;2
641596;0;0;32;2
641595;0;0;32;2
641611;0;0;32;1
534085;0;0;32;2
534094;0;0;32;1
539737;0;0;32;9
539738;0;0;32;9
539747;0;0;32;7
539829;0;0;32;29
539963;1;1;32;24
541437;0;0;32;9
577643;1;1;32;8
577672;0;0;32;5
577709;0;0;32;2
577710;0;0;32;2
573822;0;0;32;11
573823;0;0;32;11
573837;0;0;32;9
573846;0;0;32;7
573848;0;0;32;6
571154;1;1;32;29
571155;1;0;32;28
571191;0;0;32;10
571787;1;0;32;6
571833;1;0;32;36
571834;1;1;32;36
571366;0;0;32;2
571368;0;0;32;2
569643;0;0;32;13
569648;0;0;32;12
568618;1;0;32;8
573791;1;1;32;36
546180;0;0;32;32
544814;1;1;32;50
544469;0;0;32;22
544471;0;0;32;21
544492;0;0;32;12
544212;1;1;32;119
543790;0;0;32;8
543798;0;0;32;7
543823;0;0;32;5
543828;0;0;32;4
543829;1;1;32;4
543963;1;1;32;32
544733;0;0;32;7
544745;0;0;32;6
530165;1;1;32;26
530176;1;0;32;18
574954;0;0;32;1
530592;1;1;32;12
530594;1;0;32;11
575726;0;0;32;20
575733;1;1;32;16
575745;0;0;32;13
573815;0;0;32;14
575660;1;0;32;18
575644;1;1;32;26
544744;0;0;32;6
552473;0;0;32;2
552466;1;1;32;3
552486;0;0;32;1
552509;0;0;32;28
553494;0;0;32;44
552544;0;0;32;9
552556;0;0;32;6
552551;1;1;32;7
562787;0;0;32;1
562786;0;0;32;1
562785;0;0;32;1
562685;0;0;32;2
564581;1;0;32;6
564582;1;1;32;6
553313;0;0;32;9
551510;1;1;32;24
551082;0;0;32;7
553703;1;1;32;38
553765;1;0;32;31
553502;0;0;32;31
553326;0;0;32;6
553325;0;0;32;6
553323;0;0;32;7
553327;0;0;32;6
553125;1;0;32;16
559089;0;0;32;7
559366;0;0;32;5
559365;0;0;32;5
567172;0;0;32;13
567171;0;0;32;13
567194;0;0;32;8
567207;0;0;32;6
567206;0;0;32;6
558290;1;0;32;42
558297;1;1;32;30
559612;1;1;32;4
563557;1;0;32;22
568567;1;1;32;54
568536;0;0;32;2
568618;1;0;32;8
644777;0;0;32;1
644775;0;0;32;1
644753;0;0;32;4
644757;0;0;32;3
647118;1;1;32;1
555405;1;0;32;2
555398;0;0;32;3
644604;0;0;32;3
644617;0;0;32;2
644618;0;0;32;2
643630;0;0;32;2
557230;0;0;32;3
557127;0;0;32;3
557116;0;0;32;5
557092;0;0;32;9
557102;0;0;32;7
550931;0;0;32;12
550937;0;0;32;11
550959;0;0;32;6
554330;0;0;32;5
554260;1;1;32;26
554342;0;0;32;4
556798;0;0;32;6
556795;0;0;32;7
556785;0;0;32;10
557186;1;1;32;13
558057;0;0;32;28
558074;0;0;32;18
558104;0;0;32;12
558111;0;0;32;11
546180;0;0;32;32
549777;0;0;32;9
549800;0;0;32;6
549791;0;0;32;7
549641;0;0;32;11
549677;1;1;32;5
549676;0;0;32;5
549635;0;0;32;14
535070;1;0;32;6
543790;0;0;32;8
543828;0;0;32;4
543829;1;1;32;4
543798;0;0;32;7
544212;1;1;32;119
543963;1;1;32;32
543823;0;0;32;5
548809;1;1;32;7
548828;0;0;32;4
548853;0;0;32;2
548820;0;0;32;5
543361;0;0;32;2
543302;1;1;32;15
543369;0;0;32;1
548349;0;0;32;16
548347;0;0;32;17
539829;0;0;32;29
561122;1;1;32;38
539747;0;0;32;7
539737;0;0;32;9
539738;0;0;32;9
561832;0;0;32;2
562569;0;0;32;2
562568;0;0;32;2
562643;0;0;32;5
562642;0;0;32;5
562606;0;0;32;12
560146;1;0;32;26
562555;1;1;32;4
561918;0;0;32;1
561905;0;0;32;2
562654;0;0;32;4
561893;0;0;32;4
562624;0;0;32;7
561895;0;0;32;3
560152;1;1;32;20
561904;0;0;32;2
562554;0;0;32;4
562553;0;0;32;4
534085;0;0;32;2
534094;0;0;32;1
536458;0;0;32;3
536453;0;0;32;4
537415;0;0;32;5
536438;0;0;32;6
541437;0;0;32;9
539963;1;1;32;24
677141;0;0;33;2
677099;1;1;33;8
677079;0;0;33;14
677112;0;0;33;6
677111;0;0;33;6
677107;0;0;33;7
679112;0;0;33;7
679102;0;0;33;9
679148;0;0;33;2
679149;0;0;33;2
680514;0;0;33;18
668352;1;1;33;28
668357;0;0;33;25
668395;0;0;33;11
678085;0;0;33;8
678076;0;0;33;9
678098;0;0;33;7
678107;0;0;33;6
678071;0;0;33;10
677272;0;0;33;43
677281;0;0;33;27
677323;0;0;33;4
677342;0;0;33;1
675314;1;0;33;13
676250;0;0;33;3
676204;1;1;33;10
679508;0;0;33;14
679495;0;0;33;21
679485;0;0;33;27
679480;0;0;33;31
676033;1;1;33;27
673340;1;1;33;1
663670;0;0;33;9
663632;1;1;33;32
663657;0;0;33;14
663642;0;0;33;24
663650;0;0;33;17
662455;1;1;33;56
657846;0;0;33;27
657859;0;0;33;19
657866;1;1;33;17
657293;1;0;33;10
657294;1;1;33;10
657969;1;1;33;42
654589;1;1;33;19
670360;0;0;33;6
670328;0;0;33;12
669394;1;1;33;1
672232;0;0;33;9
672238;0;0;33;8
667872;1;0;33;9
667869;1;1;33;11
668378;0;0;33;18
668373;0;0;33;19
664120;1;1;33;40
670090;0;0;33;14
670073;0;0;33;22
668461;0;0;33;2
670109;0;0;33;8
670124;1;1;33;6
670123;0;0;33;6
670097;0;0;33;11
661414;0;0;33;3
661375;0;0;33;9
661435;0;0;33;1
661399;0;0;33;5
661433;0;0;33;1
709717;1;0;33;1
709114;1;1;33;9
709105;1;0;33;13
706605;1;1;33;2
709705;1;1;33;4
709299;0;0;33;4
709314;1;1;33;3
721473;0;0;33;3
721425;0;0;33;8
721422;0;0;33;9
721509;0;0;33;1
721190;0;0;33;6
723523;0;0;33;1
723522;0;0;33;1
721410;0;0;33;15
736249;0;0;33;3
736248;0;0;33;3
736245;0;0;33;4
736221;1;1;33;11
736231;0;0;33;9
721539;1;0;33;13
721561;1;1;33;7
764558;0;0;33;1
707064;1;1;33;17
707096;0;0;33;8
766049;0;0;33;5
766062;0;0;33;3
766063;0;0;33;3
766064;1;1;33;3
766044;0;0;33;6
726160;0;0;33;2
726159;0;0;33;2
726158;0;0;33;2
727528;1;0;33;12
726941;0;0;33;2
750033;1;0;33;1
750005;1;1;33;5
725143;0;0;33;6
725144;1;1;33;6
725154;0;0;33;4
725150;0;0;33;5
725164;0;0;33;3
725163;0;0;33;3
729860;1;1;33;1
729853;1;0;33;3
750728;0;0;33;1
750727;0;0;33;1
750726;0;0;33;1
750709;0;0;33;3
750708;0;0;33;3
719813;0;0;33;2
719755;1;1;33;9
719752;0;0;33;10
719789;0;0;33;4
720816;1;1;33;1
720037;1;1;33;1
720072;1;1;33;20
724007;1;1;33;10
720102;0;0;33;10
720101;0;0;33;10
720120;0;0;33;6
720107;0;0;33;8
720085;0;0;33;12
720105;0;0;33;9
727547;1;1;33;6
729225;0;0;33;1
729223;0;0;33;1
720245;1;1;33;1
729192;0;0;33;3
729181;1;0;33;5
762256;0;0;33;4
762257;1;1;33;4
755897;0;0;33;6
763337;0;0;33;1
763338;0;0;33;1
763339;0;0;33;1
761663;0;0;33;1
759170;0;0;33;1
759155;0;0;33;2
759142;0;0;33;3
757688;0;0;33;2
757689;1;1;33;2
730521;1;0;33;9
730539;1;1;33;6
730884;1;1;33;2
733046;0;0;33;1
733045;0;0;33;1
759496;0;0;33;3
759497;0;0;33;3
759995;0;0;33;1
759996;0;0;33;1
760812;0;0;33;1
761067;0;0;33;1
761068;0;0;33;1
768623;0;0;33;1
768988;0;0;33;1
768610;0;0;33;2
768621;0;0;33;1
768622;0;0;33;1
768601;0;0;33;3
768602;0;0;33;3
772206;0;0;33;1
770038;0;0;33;2
772142;0;0;33;1
772125;0;0;33;2
768979;1;1;33;2
768978;0;0;33;2
737456;0;0;33;7
736637;1;1;33;8
731717;0;0;33;2
731716;0;0;33;2
731725;0;0;33;1
731705;0;0;33;3
731724;0;0;33;1
731726;1;1;33;1
737480;1;1;33;2
737475;0;0;33;3
737474;0;0;33;3
737462;0;0;33;5
731693;0;0;33;6
735337;0;0;33;2
735336;0;0;33;2
758470;1;1;33;31
738499;0;0;33;4
734549;0;0;33;1
738570;0;0;33;4
738563;0;0;33;5
685639;0;0;33;6
686320;0;0;33;30
686340;0;0;33;19
686333;0;0;33;22
686305;0;0;33;51
685648;0;0;33;4
685649;1;1;33;4
685654;0;0;33;3
713813;0;0;33;6
713825;0;0;33;4
713824;0;0;33;4
713843;0;0;33;2
713834;0;0;33;3
686251;0;0;33;9
686263;0;0;33;7
686262;0;0;33;7
686278;0;0;33;4
686276;1;1;33;5
686270;0;0;33;6
686366;0;0;33;11
686377;1;1;33;7
714818;0;0;33;3
714665;1;1;33;1
712716;0;0;33;2
714642;1;0;33;3
680870;0;0;33;2
680844;0;0;33;6
680827;0;0;33;9
681662;0;0;33;1
680831;0;0;33;8
683107;0;0;33;2
683340;0;0;33;4
683350;0;0;33;3
683362;0;0;33;2
683351;1;1;33;3
683232;1;1;33;10
680832;0;0;33;8
688891;1;0;33;2
688853;1;1;33;13
703062;0;0;33;2
703074;0;0;33;1
703075;1;1;33;1
702857;1;1;33;18
702858;0;0;33;17
702879;0;0;33;8
702886;0;0;33;6
702868;0;0;33;11
717203;1;1;33;11
718682;1;1;33;26
716228;0;0;33;4
716189;0;0;33;9
716249;0;0;33;2
719446;1;1;33;4
719730;0;0;33;15
719723;0;0;33;18
719720;0;0;33;19
745108;1;1;33;9
742299;0;0;33;1
742260;0;0;33;5
742274;1;1;33;3
742118;0;0;33;4
742286;0;0;33;2
742285;0;0;33;2
744436;1;1;33;18
744442;0;0;33;15
744441;0;0;33;15
743801;0;0;33;2
743791;0;0;33;3
743813;0;0;33;1
751288;0;0;33;8
751726;1;1;33;6
751306;0;0;33;6
753698;0;0;33;2
753711;1;1;33;1
752255;1;1;33;7
752254;0;0;33;7
752268;0;0;33;4
752267;0;0;33;4
751264;1;1;33;16
751255;0;0;33;23
751112;0;0;33;2
751110;0;0;33;2
752280;0;0;33;3
752291;0;0;33;2
751742;0;0;33;3
751741;0;0;33;3
751750;0;0;33;2
696091;1;0;33;9
700190;1;0;33;4
697688;1;1;33;2
697686;1;0;33;2
697592;0;0;33;1
700708;1;1;33;8
682881;0;0;33;1
683704;1;1;33;7
682696;1;1;33;6
693308;0;0;33;16
693280;1;1;33;69
693356;0;0;33;7
693348;0;0;33;8
693340;0;0;33;10
693213;0;0;33;7
693227;0;0;33;5
693226;0;0;33;5
693258;0;0;33;2
692247;1;1;33;21
692212;0;0;33;2
699251;1;1;33;25
692182;0;0;33;5
692105;1;1;33;39
692174;0;0;33;7
692183;0;0;33;5
692095;0;0;33;1
692165;0;0;33;8
686305;0;0;33;51
686320;0;0;33;30
686333;0;0;33;22
686340;0;0;33;19
686366;0;0;33;11
686377;1;1;33;7
738563;0;0;33;5
738499;0;0;33;4
738570;0;0;33;4
686251;0;0;33;9
686262;0;0;33;7
686263;0;0;33;7
686270;0;0;33;6
686276;1;1;33;5
686278;0;0;33;4
736637;1;1;33;8
737480;1;1;33;2
737475;0;0;33;3
737474;0;0;33;3
737456;0;0;33;7
737462;0;0;33;5
692095;0;0;33;1
688853;1;1;33;13
688891;1;0;33;2
692174;0;0;33;7
692182;0;0;33;5
692183;0;0;33;5
692212;0;0;33;2
692247;1;1;33;21
692165;0;0;33;8
692105;1;1;33;39
685639;0;0;33;6
685648;0;0;33;4
685649;1;1;33;4
685654;0;0;33;3
683704;1;1;33;7
742285;0;0;33;2
742286;0;0;33;2
742299;0;0;33;1
742274;1;1;33;3
742260;0;0;33;5
750709;0;0;33;3
750708;0;0;33;3
750005;1;1;33;5
750726;0;0;33;1
750727;0;0;33;1
750728;0;0;33;1
744436;1;1;33;18
731705;0;0;33;3
731693;0;0;33;6
742118;0;0;33;4
744442;0;0;33;15
744441;0;0;33;15
743791;0;0;33;3
743801;0;0;33;2
743813;0;0;33;1
745108;1;1;33;9
731716;0;0;33;2
731717;0;0;33;2
731724;0;0;33;1
731725;0;0;33;1
731726;1;1;33;1
735336;0;0;33;2
735337;0;0;33;2
736245;0;0;33;4
736221;1;1;33;11
736231;0;0;33;9
733045;0;0;33;1
733046;0;0;33;1
736248;0;0;33;3
736249;0;0;33;3
750033;1;0;33;1
734549;0;0;33;1
702857;1;1;33;18
702858;0;0;33;17
703062;0;0;33;2
703074;0;0;33;1
703075;1;1;33;1
706605;1;1;33;2
702868;0;0;33;11
702886;0;0;33;6
702879;0;0;33;8
707096;0;0;33;8
707064;1;1;33;17
709717;1;0;33;1
709705;1;1;33;4
709314;1;1;33;3
709299;0;0;33;4
709114;1;1;33;9
709105;1;0;33;13
683232;1;1;33;10
683340;0;0;33;4
683350;0;0;33;3
681662;0;0;33;1
682696;1;1;33;6
683362;0;0;33;2
683351;1;1;33;3
683107;0;0;33;2
682881;0;0;33;1
676250;0;0;33;3
676204;1;1;33;10
676033;1;1;33;27
680514;0;0;33;18
680870;0;0;33;2
680844;0;0;33;6
680832;0;0;33;8
680831;0;0;33;8
680827;0;0;33;9
679480;0;0;33;31
679508;0;0;33;14
679495;0;0;33;21
679485;0;0;33;27
697688;1;1;33;2
697686;1;0;33;2
751110;0;0;33;2
751112;0;0;33;2
699251;1;1;33;25
697592;0;0;33;1
677281;0;0;33;27
677323;0;0;33;4
677342;0;0;33;1
678085;0;0;33;8
677272;0;0;33;43
678107;0;0;33;6
678098;0;0;33;7
677079;0;0;33;14
678071;0;0;33;10
678076;0;0;33;9
677099;1;1;33;8
677107;0;0;33;7
677111;0;0;33;6
677112;0;0;33;6
677141;0;0;33;2
679149;0;0;33;2
675314;1;0;33;13
679102;0;0;33;9
679112;0;0;33;7
679148;0;0;33;2
693348;0;0;33;8
693340;0;0;33;10
693308;0;0;33;16
693280;1;1;33;69
693258;0;0;33;2
693227;0;0;33;5
696091;1;0;33;9
693226;0;0;33;5
693213;0;0;33;7
700708;1;1;33;8
700190;1;0;33;4
693356;0;0;33;7
669394;1;1;33;1
667872;1;0;33;9
667869;1;1;33;11
668395;0;0;33;11
668378;0;0;33;18
668373;0;0;33;19
668357;0;0;33;25
668352;1;1;33;28
668461;0;0;33;2
654589;1;1;33;19
673340;1;1;33;1
672238;0;0;33;8
672232;0;0;33;9
724007;1;1;33;10
723522;0;0;33;1
730539;1;1;33;6
723523;0;0;33;1
730521;1;0;33;9
730884;1;1;33;2
729853;1;0;33;3
729860;1;1;33;1
725143;0;0;33;6
725144;1;1;33;6
725150;0;0;33;5
725154;0;0;33;4
725163;0;0;33;3
725164;0;0;33;3
726158;0;0;33;2
726159;0;0;33;2
726160;0;0;33;2
726941;0;0;33;2
663657;0;0;33;14
663650;0;0;33;17
663642;0;0;33;24
663632;1;1;33;32
663670;0;0;33;9
662455;1;1;33;56
661435;0;0;33;1
661433;0;0;33;1
661414;0;0;33;3
661399;0;0;33;5
661375;0;0;33;9
664120;1;1;33;40
657969;1;1;33;42
670124;1;1;33;6
670123;0;0;33;6
670109;0;0;33;8
670097;0;0;33;11
670090;0;0;33;14
670073;0;0;33;22
670328;0;0;33;12
670360;0;0;33;6
657866;1;1;33;17
657859;0;0;33;19
657846;0;0;33;27
657294;1;1;33;10
657293;1;0;33;10
772125;0;0;33;2
720037;1;1;33;1
720072;1;1;33;20
720085;0;0;33;12
720101;0;0;33;10
720102;0;0;33;10
712716;0;0;33;2
772206;0;0;33;1
772142;0;0;33;1
720105;0;0;33;9
720107;0;0;33;8
720120;0;0;33;6
721410;0;0;33;15
721422;0;0;33;9
721425;0;0;33;8
721473;0;0;33;3
721509;0;0;33;1
719789;0;0;33;4
719720;0;0;33;19
719723;0;0;33;18
766063;0;0;33;3
719730;0;0;33;15
719752;0;0;33;10
719446;1;1;33;4
720245;1;1;33;1
719755;1;1;33;9
719813;0;0;33;2
713813;0;0;33;6
751750;0;0;33;2
751742;0;0;33;3
752255;1;1;33;7
752254;0;0;33;7
755897;0;0;33;6
751726;1;1;33;6
752267;0;0;33;4
752280;0;0;33;3
751741;0;0;33;3
751306;0;0;33;6
751288;0;0;33;8
751264;1;1;33;16
751255;0;0;33;23
721561;1;1;33;7
768623;0;0;33;1
768621;0;0;33;1
768610;0;0;33;2
768602;0;0;33;3
768601;0;0;33;3
768979;1;1;33;2
768622;0;0;33;1
721539;1;0;33;13
720816;1;1;33;1
768978;0;0;33;2
718682;1;1;33;26
721190;0;0;33;6
717203;1;1;33;11
768988;0;0;33;1
764558;0;0;33;1
766049;0;0;33;5
766044;0;0;33;6
766062;0;0;33;3
766064;1;1;33;3
770038;0;0;33;2
716189;0;0;33;9
716228;0;0;33;4
716249;0;0;33;2
729181;1;0;33;5
729192;0;0;33;3
729223;0;0;33;1
729225;0;0;33;1
727528;1;0;33;12
727547;1;1;33;6
714642;1;0;33;3
714665;1;1;33;1
714818;0;0;33;3
758470;1;1;33;31
759155;0;0;33;2
759142;0;0;33;3
713825;0;0;33;4
713834;0;0;33;3
713843;0;0;33;2
713824;0;0;33;4
759170;0;0;33;1
759497;0;0;33;3
759496;0;0;33;3
757689;1;1;33;2
757688;0;0;33;2
759996;0;0;33;1
759995;0;0;33;1
761663;0;0;33;1
752268;0;0;33;4
753698;0;0;33;2
753711;1;1;33;1
752291;0;0;33;2
762256;0;0;33;4
763337;0;0;33;1
763338;0;0;33;1
763339;0;0;33;1
762257;1;1;33;4
760812;0;0;33;1
761067;0;0;33;1
761068;0;0;33;1
816673;0;0;34;4
815749;1;1;34;11
816709;0;0;34;1
799471;0;0;34;10
799532;0;0;34;1
825664;0;0;34;4
825676;0;0;34;3
825663;0;0;34;4
825699;0;0;34;1
825701;0;0;34;1
822648;0;0;34;3
822650;1;1;34;3
825892;1;1;34;4
799432;1;1;34;27
802376;0;0;34;4
802379;1;1;34;4
802405;1;0;34;1
802367;0;0;34;5
801935;0;0;34;9
802395;0;0;34;2
801908;1;1;34;16
801922;0;0;34;12
829509;0;0;34;4
829577;1;1;34;15
829585;0;0;34;10
829586;0;0;34;10
829599;0;0;34;6
826574;1;1;34;11
815566;1;0;34;6
829614;0;0;34;4
829472;1;1;34;8
824016;0;0;34;3
824008;0;0;34;4
824032;0;0;34;2
824015;0;0;34;3
824014;0;0;34;3
823958;1;1;34;17
822469;1;1;34;18
831208;1;1;34;9
831258;0;0;34;2
830767;0;0;34;3
831719;0;0;34;6
830248;0;0;34;3
869787;0;0;34;3
869806;0;0;34;1
869900;0;0;34;1
843962;0;0;34;4
870938;0;0;34;8
871020;1;0;34;4
844640;1;0;34;18
842818;0;0;34;5
842800;1;1;34;8
844655;1;1;34;12
847199;1;0;34;5
872804;1;0;34;3
872970;0;0;34;2
872942;0;0;34;5
872943;0;0;34;5
874978;1;1;34;6
874981;0;0;34;5
874985;0;0;34;4
874977;0;0;34;6
874986;0;0;34;4
874999;0;0;34;2
877294;0;0;34;4
877312;0;0;34;2
877313;0;0;34;2
872552;1;1;34;2
872559;0;0;34;1
872560;0;0;34;1
872561;0;0;34;1
872961;0;0;34;3
873302;0;0;34;3
862231;0;0;34;2
860446;0;0;34;2
873858;0;0;34;4
873859;0;0;34;4
873873;0;0;34;2
874040;0;0;34;7
874061;1;1;34;5
874091;0;0;34;2
874829;1;1;34;4
874781;0;0;34;2
874791;0;0;34;1
874792;0;0;34;1
874793;0;0;34;1
874060;0;0;34;5
873854;0;0;34;5
867693;0;0;34;5
867704;0;0;34;4
867705;0;0;34;4
867716;0;0;34;3
867581;0;0;34;1
867717;0;0;34;3
875636;0;0;34;1
875637;0;0;34;1
875011;0;0;34;1
876548;0;0;34;5
875141;0;0;34;2
875155;0;0;34;1
875156;1;1;34;1
876451;1;1;34;11
876341;1;0;34;3
839506;0;0;34;8
839509;0;0;34;7
859228;0;0;34;3
856467;1;1;34;14
842462;1;1;34;10
838088;1;1;34;12
841726;1;1;34;30
837866;0;0;34;3
837867;0;0;34;3
820803;0;0;34;1
820746;0;0;34;8
820791;0;0;34;2
811517;1;1;34;5
861543;0;0;34;2
866270;0;0;34;1
866259;0;0;34;2
866627;0;0;34;4
866638;0;0;34;3
866639;0;0;34;3
866657;0;0;34;1
865002;0;0;34;4
865012;0;0;34;3
863138;1;0;34;6
863684;0;0;34;2
863675;0;0;34;3
863683;0;0;34;2
863693;0;0;34;1
865019;1;1;34;2
865072;0;0;34;6
861713;0;0;34;1
865665;0;0;34;1
865664;0;0;34;1
865639;0;0;34;5
865640;1;1;34;5
865666;0;0;34;1
859228;0;0;34;3
818943;1;1;34;22
818972;1;0;34;6
804092;0;0;34;6
804093;0;0;34;6
804108;0;0;34;4
804109;0;0;34;4
804191;0;0;34;8
805048;0;0;34;11
805053;0;0;34;10
808155;1;0;34;6
830767;0;0;34;3
830248;0;0;34;3
806049;0;0;34;11
806062;0;0;34;9
806080;0;0;34;6
806027;0;0;34;17
806094;0;0;34;4
805884;0;0;34;1
805885;0;0;34;1
805955;1;0;34;5
804068;0;0;34;10
806540;1;1;34;16
807129;1;1;34;12
807132;1;0;34;11
835901;1;1;34;51
835950;1;0;34;6
835428;0;0;34;4
831208;1;1;34;9
831258;0;0;34;2
831719;0;0;34;6
829472;1;1;34;8
829509;0;0;34;4
829577;1;1;34;15
829585;0;0;34;10
829586;0;0;34;10
829599;0;0;34;6
829614;0;0;34;4
811499;1;0;34;8
811517;1;1;34;5
809629;1;1;34;6
808907;0;0;34;1
808908;0;0;34;1
808909;0;0;34;1
808910;0;0;34;1
808896;0;0;34;3
809567;0;0;34;26
805053;0;0;34;10
805048;0;0;34;11
809563;0;0;34;28
802817;0;0;34;1
802405;1;0;34;1
802367;0;0;34;5
802379;1;1;34;4
802395;0;0;34;2
801908;1;1;34;16
801922;0;0;34;12
801935;0;0;34;9
802376;0;0;34;4
803396;0;0;34;2
803412;0;0;34;1
809564;0;0;34;28
815749;1;1;34;11
809519;0;0;34;4
809525;0;0;34;3
809532;1;1;34;2
809547;0;0;34;53
809551;0;0;34;45
809556;0;0;34;35
815566;1;0;34;6
816709;0;0;34;1
816673;0;0;34;4
833869;0;0;34;4
796908;0;0;34;5
796909;0;0;34;5
796910;0;0;34;5
796946;0;0;34;1
796948;0;0;34;1
796607;0;0;34;1
795020;1;1;34;12
795018;0;0;34;12
783233;1;1;34;35
783650;0;0;34;11
791648;1;1;34;16
791637;0;0;34;21
791644;0;0;34;17
791665;0;0;34;11
791689;0;0;34;7
791693;0;0;34;6
797992;0;0;34;8
791407;0;0;34;17
791421;0;0;34;13
791436;0;0;34;9
792010;1;0;34;14
795976;0;0;34;2
795986;0;0;34;1
799432;1;1;34;27
799471;0;0;34;10
799532;0;0;34;1
789850;1;0;34;17
789853;0;0;34;16
789880;0;0;34;7
789814;1;1;34;46
787995;0;0;34;4
787996;0;0;34;4
787402;1;1;34;30
785720;1;1;34;49
781232;1;1;34;33
781314;0;0;34;4
780712;0;0;34;5
780713;0;0;34;5
780714;0;0;34;5
785099;1;0;34;9
785084;1;1;34;15
784188;0;0;34;8
784189;1;1;34;8
